genres,imdb_title,movie_title
Adventure|Fantasy|Thriller,tt1085779,The Hole
Drama|Thriller,tt1063669,The Wave
Horror|Thriller,tt1974419,The Neon Demon
Action|Crime|Drama|Thriller,tt1289406,Harry Brown
Action|Adventure|Romance,tt0413300,Spider-Man 3
Action|Adventure|Fantasy|Sci-Fi|Thriller,tt0203408,The Omega Code
Comedy|Drama|Romance,tt0467406,Juno
Action|Thriller,tt3488328,Pound of Flesh
Action|Adventure|Thriller,tt0066995,Diamonds Are Forever
Crime|Drama,tt0068646,The Godfather
Drama|Music|Romance,tt0085549,Flashdance
Comedy|Drama|Romance,tt1022603,500 Days of Summer
Drama|Music|Romance,tt0107822,The Piano
Comedy|Drama,tt1915581,Magic Mike
Horror|Mystery|Thriller,tt0282209,Darkness Falls
Action|Adventure|Thriller,tt0070328,Live and Let Die
Drama|Family|Sport,tt0156812,My Dog Skip
Comedy|Drama|Romance,tt0832266,"Definitely, Maybe"
Comedy|Drama,tt1640484,Jumping the Broom
Drama|Romance,tt1343092,The Great Gatsby
Biography|Crime|Drama,tt0379725,Capote
Action|Crime|Thriller,tt0112851,Desperado
Drama|Romance|Western,tt0218378,The Claim
Crime|Drama|Thriller,tt2802850,Fargo
Action|Adventure|Sci-Fi,tt0074812,Logan's Run
Action|Adventure|Thriller,tt0071807,The Man with the Golden Gun
Action|Comedy|Crime|Thriller,tt0094612,Action Jackson
Adventure|Horror|Thriller,tt0435625,The Descent
Documentary|Sport,tt0245280,Michael Jordan to the Max
Horror|Mystery,tt2752758,Devil's Due
Comedy,tt0116324,Flirting with Disaster
Crime|Horror,tt0395584,The Devil's Rejects
Action|Drama|Fantasy|Romance,tt0118276,Buffy the Vampire Slayer
Comedy|Crime|Drama,tt3850214,Dope
Crime|Drama|Thriller,tt0160401,In Too Deep
Action|Adventure|Thriller,tt1074638,Skyfall
Horror,tt0072626,Alien Zone
Comedy|Drama,tt1019452,A Serious Man
Drama|Mystery,tt1194263,Get Low
Action|Fantasy|Horror|Thriller,tt0098622,Warlock
Drama|Music,tt3125324,Beyond the Lights
Drama|Romance,tt1315981,A Single Man
Drama,tt0095497,The Last Temptation of Christ
Comedy|Drama|Romance,tt0125971,Outside Providence
Comedy|Drama|Musical|Romance,tt0361411,Bride & Prejudice
Adventure|Biography|Drama|History,tt0252444,Rabbit-Proof Fence
Comedy|Sport,tt0785077,Who's Your Caddy?
Action|Crime|Horror|Sci-Fi|Thriller,tt0105459,Split Second
Action|Crime|Drama|Thriller,tt1592154,Nikita
Adventure|Biography|Drama,tt0250371,The Other Side of Heaven
Action|Drama|Mystery|Sci-Fi,tt0204993,Dark Angel
Drama|Musical|Romance,tt0420332,Veer-Zaara
Drama|Sport,tt1012804,Redbelt
Comedy|Drama|Romance,tt1336617,Cyrus
Drama|Family,tt0160216,A Dog of Flanders
Biography|Crime|Drama,tt0298744,Auto Focus
Biography|Drama,tt0432402,Factory Girl
Drama|Thriller,tt1242460,We Need to Talk About Kevin
Drama|Family,tt2739338,The Christmas Candle
Drama|Sport,tt1034324,The Mighty Macs
Comedy|Drama|Family,tt0085868,Losin' It
Drama|Romance,tt1121977,Mother and Child
Adventure|Drama|Romance|War,tt0076175,March or Die
Comedy|Fantasy|Sci-Fi,tt0108500,Les visiteurs
Comedy|Drama,tt1421051,Somewhere
Comedy,tt1220628,I Hope They Serve Beer in Hell
Comedy,tt0118836,Chairman of the Board
Drama,tt1403177,Hesher
Comedy|Crime|Drama,tt2402105,Dom Hemingway
Adventure|Drama|Mystery,tt0302674,Gerry
Drama|Romance,tt0301390,The Heart of Me
Biography|Drama|Romance,tt1658801,Freeheld
Comedy,tt1361313,The Extra Man
Comedy|Crime|Thriller,tt1106860,Ca$h
Drama,tt0419256,Wah-Wah
Comedy|Fantasy|Horror|Mystery,tt1756851,Twixt
Adventure|Animation|Family,tt2243621,Snow Queen
Western,tt0089767,Pale Rider
Action|Adventure|Drama|Fantasy|Sci-Fi,tt0942903,Stargate: The Ark of Truth
Comedy,tt0106677,Dazed and Confused
Comedy|Drama|Family|Music|Musical|Romance,tt0810900,High School Musical 2
Drama|Romance,tt4412528,Two Lovers and a Bear
Crime|Drama|Thriller,tt3687310,Criminal Activities
Biography|Drama|Romance|War,tt0130444,Aimee & Jaguar
Comedy|Drama,tt0406650,The Chumscrubber
Crime|Thriller,tt0323939,Shade
Drama|Horror|Thriller,tt1582507,House at the End of the Street
Drama|Mystery|War,tt1255953,Incendies
Comedy|Drama|Romance,tt0323807,"Remember Me, My Love"
Action|Comedy|Crime|Drama|Romance|Thriller,tt1003034,Perrier's Bounty
Action|Crime|Drama|Thriller,tt0861739,Elite Squad
Horror|Mystery,tt3322940,Annabelle
Comedy|Drama|Musical,tt1148165,Bran Nue Dae
Crime|Drama,tt0101507,Boyz n the Hood
Biography|Drama|Music,tt0093378,La Bamba
Comedy|Drama,tt0082405,The Four Seasons
Mystery|Romance|Thriller,tt0080661,Dressed to Kill
Adventure|Comedy|Drama|Family,tt0106223,The Adventures of Huck Finn
Comedy|Crime,tt0139239,Go
Comedy|Drama|Romance,tt0436331,Friends with Money
Sci-Fi|Thriller,tt0066769,The Andromeda Strain
Horror|Sci-Fi|Thriller,tt0200469,Bats
Biography|Drama,tt0161860,Nowhere in Africa
Drama,tt1723811,Shame
Crime|Drama|Thriller,tt0375912,Layer Cake
Drama|Western,tt0457530,The Work and the Glory II: American Zion
Drama|Thriller,tt1869716,The East
Drama|Romance,tt0359423,A Home at the End of the World
Drama,tt0168446,Aberdeen
Drama|Romance|War,tt0790712,The Messenger
Action|Adventure|Drama|Western,tt1414378,Tracker
Action|Sci-Fi,tt0088247,The Terminator
Biography|Drama|Sport,tt1226271,The Damned United
Comedy|Horror|Sci-Fi,tt0089907,The Return of the Living Dead
Crime|Drama|Thriller,tt2049116,Gomorrah
Comedy|Romance,tt0113749,Mallrats
Musical|Romance,tt0077631,Grease
Drama|War,tt0091763,Platoon
Documentary|Drama|War,tt0361596,Fahrenheit 9/11
Biography|Crime|Drama|Western,tt0064115,Butch Cassidy and the Sundance Kid
Comedy|Family|Fantasy|Musical,tt0058331,Mary Poppins
Drama,tt0081283,Ordinary People
Action|Adventure|Comedy,tt0327437,Around the World in 80 Days
Crime|Drama|Musical|Romance|Thriller,tt0055614,West Side Story
Comedy|Sport,tt0080487,Caddyshack
Comedy|Drama,tt0250274,The Brothers
Comedy|Drama|Romance,tt0161100,The Wood
Crime|Drama|Mystery|Thriller,tt0114814,The Usual Suspects
Comedy|Romance,tt0283111,Van Wilder: Party Liaison
Drama|Sport,tt1125849,The Wrestler
Drama|Romance|Western,tt0038499,Duel in the Sun
Comedy,tt0218839,Best in Show
Action|Sci-Fi,tt0082340,Escape from New York
Comedy|Drama|Musical,tt0096054,School Daze
Comedy|Family,tt0462244,Daddy Day Camp
Action|Comedy|Crime,tt0117786,Mr. Nice Guy
Comedy|Music,tt0310281,A Mighty Wind
Comedy|Drama|Romance,tt0095690,Mystic Pizza
Drama|History|Romance|War,tt3910804,War & Peace
Comedy|Drama|Fantasy|Romance,tt0120148,Sliding Doors
Comedy|Horror|Thriller,tt0114609,Tales from the Hood
Biography|Drama|History|Thriller,tt0455590,The Last King of Scotland
Horror|Thriller,tt0097474,Halloween 5
Comedy|Crime|Drama,tt1704573,Bernie
Adventure|Documentary|Short,tt0996382,Dolphins and Whales 3D: Tribes of the Ocean
Biography|Drama,tt0183659,Pollock
Comedy|Drama|Romance,tt0137338,200 Cigarettes
Drama|Mystery|Romance|Thriller,tt1840417,The Words
Comedy|Western,tt1702425,Casa de mi Padre
Comedy|Drama,tt1174730,City Island
Comedy|Crime|Thriller,tt1540133,The Guard
Comedy,tt0844671,College
Drama|Romance,tt0159097,The Virgin Suicides
Comedy|Drama|Music|Romance,tt0147004,Little Voice
Comedy|Romance,tt1151922,Miss March
Comedy|Drama,tt2870708,Wish I Was Here
Comedy|Drama|Fantasy|Romance,tt0145893,Simply Irresistible
Crime|Drama|Mystery,tt0412253,Veronica Mars
Comedy|Drama|Music|Musical,tt0248845,Hedwig and the Angry Inch
Action|Drama,tt0107750,Only the Strong
Drama|Horror|Mystery|Thriller,tt3432552,Goddess of Love
Drama|History,tt0323944,Shattered Glass
Comedy|Crime|Drama|Thriller,tt0234354,Novocaine
Drama|Thriller,tt0270259,The Business of Strangers
Action|Adventure|Western,tt0065214,The Wild Bunch
Comedy|Drama|Romance,tt1082886,The Wackness
Drama,tt0300214,Morvern Callar
Action|Adventure|Fantasy|Sci-Fi,tt0101412,Beastmaster 2: Through the Portal of Time
Biography|Drama|Sport,tt1130964,The 5th Quarter
Drama,tt0322289,The Flower of Evil
Drama|Romance,tt1226232,The Greatest
Drama|Romance,tt0457308,Come Early Morning
Comedy|Crime|Romance,tt0246134,Lucky Break
Drama,tt0076245,Julia
Comedy,tt0976247,"Surfer, Dude"
Comedy|Crime|Drama,tt0331811,11:14
Action|Drama|Thriller,tt0110490,Men of War
Drama|Mystery|Thriller,tt1281374,Don McKay
Crime|Drama|Thriller,tt1667310,Deadfall
Drama|Family,tt1014774,A Shine of Rainbows
Action|Thriller,tt1575694,The Hit List
Comedy|Drama|Romance,tt1366312,Emma
Horror|Mystery|Sci-Fi|Thriller,tt0086541,Videodrome
Comedy|Drama,tt0283900,L'auberge espagnole
Drama|Music,tt2182972,Song One
Crime|Mystery|Thriller,tt0264935,Murder by Numbers
Drama|History|War,tt0795441,Winter in Wartime
Drama|Thriller,tt1772408,Trade of Innocents
Action|Crime|Drama|Thriller,tt0427954,The Protector
Comedy,tt0120210,Stiff Upper Lips
Comedy|Romance,tt1220617,The Inbetweeners
Comedy|Drama|Romance|Sport,tt0286499,Bend It Like Beckham
Drama|Romance,tt0286179,Sunshine State
Action|Sport,tt0473024,Crossover
Action|Comedy,tt2166214,Khiladi 786
Horror,tt1245112,[Rec] 2
Musical,tt1303803,Standing Ovation
Comedy|Crime|Drama,tt0070735,The Sting
Biography|Drama|Sport,tt0082158,Chariots of Fire
Comedy|Drama|Romance,tt0422093,Diary of a Mad Black Woman
Biography|Drama|Music|Romance,tt0117631,Shine
Comedy|Drama|Romance,tt2229499,Don Jon
Mystery|Western,tt0068699,High Plains Drifter
Comedy|Drama,tt0162346,Ghost World
Biography|Drama|Romance,tt0280778,Iris
Comedy|Sci-Fi,tt0080771,Galaxina
Drama|Music,tt0372824,The Chorus
Comedy|Drama,tt0330602,Mambo Italiano
Crime|Drama|Mystery|Thriller,tt0335563,Wonderland
Drama,tt0097216,Do the Right Thing
Comedy|Crime|Drama|Romance|Thriller,tt0242508,Harvard Man
Comedy|Drama,tt1508675,Le Havre
Crime|Drama|Mystery|Thriller,tt0290673,Irreversible
Comedy|Drama,tt2914838,R100
Comedy|Drama|History|Romance,tt0405508,Rang De Basanti
Drama,tt3297554,Animals
Action|Comedy|Drama|Thriller,tt1251743,Salvation Boulevard
Comedy|Romance,tt0811106,The Ten
Comedy|Drama,tt0202559,A Room for Romeo Brass
Crime|Drama|Thriller,tt1614989,Headhunters
Comedy|Horror|Sci-Fi|Thriller,tt1525366,Grabbers
Comedy|Drama|Sport,tt0384488,Saint Ralph
Drama|Romance,tt2667960,Miss Julie
Drama|Fantasy|Romance,tt0081534,Somewhere in Time
Action|Crime|Drama|Thriller,tt1618430,Dum Maaro Dum
Fantasy|Horror|Thriller,tt2226417,Insidious: Chapter 2
Horror|Mystery,tt0432348,Saw II
Drama|Horror|Mystery|Sci-Fi|Thriller,tt1179933,10 Cloverfield Lane
Comedy|Documentary,tt0322802,Jackass: The Movie
Horror,tt4786282,Lights Out
Horror,tt1778304,Paranormal Activity 3
Fantasy|Horror,tt1204977,Ouija
Action|Fantasy|Horror|Thriller,tt0093629,A Nightmare on Elm Street 3: Dream Warriors
Mystery|Thriller,tt4178092,The Gift
Comedy|Drama,tt2378281,Instructions Not Included
Horror,tt2109184,Paranormal Activity 4
Drama|History,tt0046247,The Robe
Comedy|Crime|Mystery,tt0072081,The Return of the Pink Panther
Comedy|Fantasy|Horror|Thriller,tt0101917,Freddy's Dead: The Final Nightmare
Biography|Crime|Drama|Thriller,tt0340855,Monster
Adventure|Drama|Family|Fantasy|Sci-Fi,tt0046672,"20,000 Leagues Under the Sea"
Fantasy|Horror|Thriller,tt2473682,Paranormal Activity: The Marked Ones
Biography|Drama,tt0790636,Dallas Buyers Club
Horror|Sci-Fi|Thriller,tt2918436,The Lazarus Effect
Horror|Mystery,tt2388715,Oculus
Drama|Music,tt0249462,Billy Elliot
Comedy|Drama,tt1727388,The Way Way Back
Comedy|Drama|Music|Romance,tt0102065,House Party 2
Adventure|Drama|Family|Romance|Western,tt0084296,The Man from Snowy River
Animation|Comedy|Family,tt0187819,Doug's 1st Movie
Drama,tt0118632,The Apostle
Biography|Drama,tt0082766,Mommie Dearest
Comedy|Drama,tt1637706,Our Idiot Brother
Biography|Drama|Sport,tt3499096,Race
Comedy|Drama,tt0119905,The Players Club
Drama|Romance|Thriller,tt0184791,O
Horror|Mystery|Thriller,tt2870612,"As Above, So Below"
Drama|Thriller,tt2205401,Addicted
Drama,tt0119080,Eve's Bayou
Drama,tt3316960,Still Alice
Drama|History,tt0046949,The Egyptian
Action|Crime|Thriller,tt0082817,Nighthawks
Adventure|Horror,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan
Comedy|Family|Romance,tt0259446,My Big Fat Greek Wedding
Crime|Drama,tt2101441,Spring Breakers
Horror|Thriller,tt0113253,Halloween: The Curse of Michael Myers
Adventure|Comedy|Drama|Romance,tt0245574,Y Tu Mamá También
Comedy|Horror,tt0365748,Shaun of the Dead
Drama|Horror|Thriller,tt1045655,The Haunting of Molly Hartley
Drama|Mystery,tt0116905,Lone Star
Horror|Thriller,tt0095271,Halloween 4: The Return of Michael Myers
Horror|Mystery,tt0090655,April Fool's Day
Comedy|Drama,tt0083833,Diner
Action|Crime|Drama|Thriller|Western,tt0085862,Lone Wolf McQuade
Horror|Mystery|Sci-Fi|Thriller,tt1772240,Apollo 18
Comedy|Drama,tt0862846,Sunshine Cleaning
Action|Thriller,tt1781922,No Escape
Action|Adventure|Fantasy,tt0083630,The Beastmaster
Drama|History|Romance|War,tt0053290,Solomon and Sheba
Comedy,tt4667094,Fifty Shades of Black
Drama|Romance,tt0795438,Not Easily Broken
Comedy|Romance,tt4871980,The Perfect Match
Action|Adventure|Animation|Family|Sci-Fi,tt0259974,Digimon: The Movie
Comedy|Drama,tt0332375,Saved!
Comedy|Crime|Drama|Mystery|Romance,tt0338135,The Barbarian Invasions
Adventure|Drama|Romance,tt0075147,Robin and Marian
Horror|Thriller,tt0245120,The Forsaken
Comedy|Drama,tt0098546,UHF
Comedy,tt0456554,Grandma's Boy
Comedy|Drama,tt0120831,Slums of Beverly Hills
Western,tt0064116,Once Upon a Time in the West
Comedy|Crime|Drama|Thriller,tt0227005,Made
Drama|Mystery|Sci-Fi,tt1182345,Moon
Comedy,tt0415949,Keeping Up with the Steins
Drama,tt0120255,The Sweet Hereafter
Drama,tt1588337,Of Gods and Men
Comedy|Drama,tt0914797,Bottle Shock
Comedy|Music|Sci-Fi,tt0084171,Jekyll and Hyde... Together Again
Biography|Crime|Drama|Romance|Thriller,tt0110005,Heavenly Creatures
Drama,tt4337690,90 Minutes in Heaven
Comedy|Drama,tt1531663,Everything Must Go
Comedy|Crime|Drama|Mystery|Thriller,tt0120906,Zero Effect
Drama|Thriller,tt0361862,The Machinist
Crime|Drama,tt0102307,Light Sleeper
Biography|Crime|Drama|Mystery|Thriller,tt1216491,Kill the Messenger
Drama,tt0935075,Rabbit Hole
Biography|Crime|Drama|Thriller,tt0320244,Party Monster
Crime|Horror|Music|Thriller,tt4062536,Green Room
Comedy|Drama|Romance,tt0422861,The Oh in Ohio
Drama|Mystery|Sci-Fi,tt2800038,Atlas Shrugged: Who Is John Galt?
Comedy|Crime|Drama,tt0115734,Bottle Rocket
Crime|Drama|Thriller,tt0115495,Albino Alligator
Biography|Drama|History,tt0459293,"Gandhi, My Father"
Crime|Documentary|War,tt0896866,Standard Operating Procedure
Drama,tt0081291,Out of the Blue
Comedy|Horror,tt1465522,Tucker and Dale vs Evil
Drama|Romance,tt1150947,"Lovely, Still"
Adventure|Drama|Romance,tt0039927,Tycoon
Drama,tt0126261,Desert Blue
Comedy|Horror|Sci-Fi,tt0357585,Decoys
Horror|Thriller,tt3567288,The Visit
Crime|Thriller|War,tt0937237,Redacted
Mystery|Romance|Thriller,tt0305632,Fascination
Drama|Fantasy,tt0830900,Saving Grace
Horror|Sci-Fi|Thriller,tt1519461,Area 51
Drama|Horror|Thriller,tt1437358,Sleep Tight
Comedy|Crime|Horror|Thriller,tt0465430,The Cottage
Comedy|Drama|Fantasy,tt1079444,Dead Like Me: Life After Death
Animation|Comedy,tt0488539,Farce of the Penguins
Comedy|Crime|Mystery,tt0491738,Psych
Comedy|Drama|Music,tt1798243,Rudderless
Comedy,tt3703148,Christmas Eve
Drama|Thriller,tt1274586,Dying of the Light
Action|Sci-Fi|Thriller,tt0077294,Capricorn One
Action|Horror,tt4511566,Navy Seals vs. Zombies
Comedy|Drama|Romance|War,tt0284363,I Served the King of England
Comedy|Drama,tt1244668,Soul Kitchen
Drama,tt0117666,Sling Blade
Horror|Thriller,tt1687901,The Awakening
Horror,tt0450278,Hostel
Comedy|Drama,tt0423409,Tristram Shandy: A Cock and Bull Story
Drama|Thriller,tt1675192,Take Shelter
Fantasy|Horror|Mystery|Thriller,tt0095484,Lady in White
Comedy|Drama,tt0446687,Driving Lessons
Comedy|Crime,tt2980708,Let's Kill Ward's Wife
Comedy|Horror,tt0092076,The Texas Chainsaw Massacre 2
Biography|Drama|Romance|Western,tt0070518,Pat Garrett & Billy the Kid
Crime|Drama,tt1602613,Only God Forgives
Drama,tt0451673,Camping sauvage
Comedy,tt1547090,Without Men
Drama|Romance,tt0377752,Dear Frankie
Western,tt0903131,All Hat
Comedy|Drama|Romance,tt1646974,The Names of Love
Drama,tt0379976,Savage Grace
Crime|Drama,tt0839938,Out of the Blue
Comedy,tt0087928,Police Academy
Adventure|Drama|Romance,tt0080453,The Blue Lagoon
Comedy|Drama|Romance,tt0109831,Four Weddings and a Funeral
Comedy|Drama,tt0083929,Fast Times at Ridgemont High
Adventure|Drama,tt0049513,Moby Dick
Drama,tt0307901,25th Hour
Crime|Drama,tt3516878,Secrets and Lies
Crime|Drama|Romance|Thriller,tt0115736,Bound
Drama,tt0180093,Requiem for a Dream
Musical|Romance,tt0038116,State Fair
Drama|Musical,tt0120274,Tango
Drama|History|Thriller|War,tt0091886,Salvador
Comedy,tt3014666,Moms' Night Out
Drama|Sci-Fi|Thriller,tt0246578,Donnie Darko
Adventure|Comedy|Western,tt0461336,Saving Private Perez
Crime|Drama|Mystery,tt0119448,Character
Comedy|Crime|Drama,tt0283003,Spun
Comedy|Drama,tt0808526,Life During Wartime
Crime|Drama,tt0451094,Lady Vengeance
Biography|Drama|Music|Romance,tt1653911,Mozart's Sister
Comedy|Drama|Sport,tt0291341,Mean Machine
Action|Crime|Thriller,tt0796212,Exiled
Action|Adventure|Western,tt1629705,Blackthorn
Crime|Drama,tt0300140,Lilya 4-Ever
Drama|Horror|Mystery|Thriller,tt0838247,After.Life
Drama|Thriller,tt3683702,Fugly
Drama,tt0073486,One Flew Over the Cuckoo's Nest
Comedy|Romance,tt0075222,Silent Movie
Action|Drama|History|Thriller|War,tt4387040,Airlift
Drama|Family,tt0088727,Anne of Green Gables
Action|Adventure,tt2295722,Falcon Rising
Action|Crime|Drama,tt0857190,The Sweeney
Crime|Thriller,tt0203119,Sexy Beast
Action|Crime|Drama|Thriller,tt1291652,Easy Money
Drama|Family,tt0298228,Whale Rider
Comedy|Drama,tt1532957,Paa
Mystery|Sci-Fi|Thriller,tt0381940,Cargo
Adventure|Family|Fantasy,tt3332064,Pan
Comedy|Drama|Family|Music|Musical|Romance,tt0475293,High School Musical
Crime|Drama,tt5574490,Animal Kingdom
Comedy|Drama,tt0119574,Love and Death on Long Island
Fantasy|Thriller,tt0403358,Night Watch
Crime|Drama|Romance|Thriller,tt0104036,The Crying Game
Comedy,tt0084522,Porky's
Horror,tt1134854,Survival of the Dead
Drama,tt0335266,Lost in Translation
Comedy|Romance,tt0075686,Annie Hall
Drama|Family|Romance,tt0044672,The Greatest Show on Earth
Action|Adventure|Drama,tt1528100,Exodus: Gods and Kings
Drama|Romance,tt0285742,Monster's Ball
Drama|Horror,tt1881002,Maggie
Drama|Romance,tt0113627,Leaving Las Vegas
Comedy|Horror,tt2081194,Hansel & Gretel Get Baked
Comedy|Horror|Sci-Fi,tt0089907,The Return of the Living Dead
Comedy|Drama|Romance,tt0071524,The Front Page
Mystery|Thriller,tt3181822,The Boy Next Door
Drama|Romance,tt0049875,Trapeze
Drama|Fantasy,tt0830900,Saving Grace
Comedy|Drama,tt0842926,The Kids Are All Right
Horror|Sci-Fi|Thriller,tt0096256,They Live
Adventure|Drama|History|Thriller|War,tt0057115,The Great Escape
Drama|Horror|Thriller,tt2034139,The Last Exorcism Part II
Drama,tt1065073,Boyhood
Comedy|Crime|Mystery,tt0457513,Scoop
Action|Adventure|Sci-Fi|Thriller,tt0133152,Planet of the Apes
Comedy,tt0290332,The Wash
Comedy,tt0199290,3 Strikes
Crime|Drama|Fantasy|Romance,tt0318374,The Cooler
Crime|Mystery|Thriller,tt0448075,The Night Listener
Comedy|Crime,tt0110189,The Jerky Boys
Horror|Mystery|Thriller,tt0872230,My Soul to Take
Drama|Mystery|Thriller,tt0464141,The Orphanage
Comedy|Fantasy,tt2828996,A Haunted House 2
Comedy|Drama|Romance,tt0292644,The Rules of Attraction
Drama|Thriller,tt0065112,Topaz
Comedy|Crime,tt0454987,Let's Go to Prison
Comedy|Fantasy,tt0113101,Four Rooms
Comedy|Drama|Romance,tt0274812,Secretary
Documentary,tt0360916,The Real Cancun
Drama,tt0096219,Talk Radio
Comedy,tt0118111,Waiting for Guffman
Comedy,tt0188863,Love Stinks
Comedy|Crime|Romance|Thriller,tt0796375,You Kill Me
Comedy|Drama,tt0318761,Thumbsucker
Action|Crime|Horror|Thriller,tt0873886,Red State
Adventure|Fantasy,tt0366780,Mirrormask
Documentary|Music,tt0770802,Samsara
Adventure|Fantasy,tt0092615,The Barbarians
Drama|Romance,tt1645080,The Art of Getting By
Drama|Thriller,tt3346224,Zipper
Drama|Thriller,tt0273982,Poolhall Junkies
Drama,tt0126859,The Loss of Sexual Innocence
Drama|Fantasy,tt2076220,Holy Motors
Drama,tt2382396,Joe
Comedy|Crime|Romance,tt0120122,Shooting Fish
Crime|Drama|Horror|Thriller,tt0095904,Prison
Comedy|Horror|Mystery,tt0206226,Psycho Beach Party
Comedy,tt0156639,The Big Tease
Drama,tt2876428,"Buen Día, Ramón"
Crime|Drama|Thriller,tt1529572,Trust
Comedy,tt0218182,An Everlasting Piece
Comedy|Romance,tt0122906,Among Giants
Drama|Romance,tt2103267,Adore
Comedy|Drama|Romance,tt0120878,The Velocity of Gary
Comedy|Drama,tt0319769,Mondays in the Sun
Drama|Horror|Sci-Fi,tt1464580,Stake Land
Comedy|Family|Romance,tt1252374,Sonny with a Chance
Biography|Drama,tt0119502,The Last Time I Committed Suicide
Drama,tt2199543,Futuro Beach
Comedy|Drama,tt1719071,Another Happy Day
Action|Adventure|Crime|Thriller,tt1422136,A Lonely Place to Die
Comedy|Fantasy,tt0298482,Nothing
Drama|Family|History|Musical,tt0068156,1776
Drama|Mystery|Romance|Thriller,tt1844203,Inescapable
Comedy|Drama|Romance,tt0491109,Purple Violets
Horror,tt3533916,The Veil
Horror|Thriller,tt1316536,The Loved Ones
Horror,tt1854582,No Vacancy
Adventure|Biography|Drama|Romance,tt2414822,The Perfect Wave
Biography|Drama|History,tt0060665,A Man for All Seasons
Drama|Romance,tt0074958,Network
Drama|History|Romance|War,tt0031381,Gone with the Wind
Biography|Drama,tt2403393,Desert Dancer
Adventure|War|Western,tt0059418,Major Dundee
Drama,tt1056477,Down for Life
Biography|Comedy|Musical|Romance|Western,tt0042200,Annie Get Your Gun
Comedy|Crime|Drama,tt1341167,Four Lions
Drama,tt0373747,House of Sand
Comedy|Crime|Drama,tt1303828,Defendor
Adventure|Comedy|Musical|Romance,tt0040694,The Pirate
Drama,tt0808285,The Good Heart
Comedy|Drama,tt0464049,The History Boys
Action|Mystery|Thriller,tt1401152,Unknown
Comedy|Drama|War,tt0068098,M*A*S*H
Comedy|Drama|Music,tt0119164,The Full Monty
Comedy,tt0080339,Airplane!
Action|Thriller,tt4340720,Chain of Command
Crime|Drama|Thriller,tt0107554,Menace II Society
Drama|Music,tt3228904,Empire
Comedy|Fantasy|Horror|Thriller,tt0092796,Creepshow 2
Comedy|Drama|Romance|Western,tt0065446,The Ballad of Cable Hogue
Drama,tt0053131,The Nun's Story
Action|Crime|Drama|Mystery|Thriller,tt0060490,Harper
Thriller,tt0068611,Frenzy
Horror|Mystery,tt4263482,The Witch
Comedy,tt0131436,I Got the Hook Up
Comedy|Drama|Romance,tt0117628,She's the One
Drama|Mystery|Thriller,tt1305806,The Secret in Their Eyes
Horror,tt0088993,Day of the Dead
Horror|Thriller,tt1015474,Train
Comedy|Fantasy|Horror|Thriller,tt0092991,Evil Dead II
Action|Adventure|Comedy|Musical,tt0258038,Pootie Tang
Horror,tt2724064,Sharknado
Drama|History,tt0175996,La otra conquista
Comedy|Drama|Fantasy|Horror,tt1740707,Trollhunter
Comedy|Romance,tt0480251,Ira & Abby
Action|Comedy|Sci-Fi,tt1298649,The Watch
Comedy|Drama,tt0380817,Winter Passing
Action|Comedy|Romance,tt0367631,D.E.B.S.
Action|Biography|Crime|Drama|Family|Fantasy,tt3103166,The Masked Saint
Crime|Drama|Mystery|Thriller,tt1074191,The Betrayed
Action|Comedy|Crime|Thriller,tt0138862,Taxman
Horror|Thriller,tt1002561,2:13
Action|Animation|Crime|Sci-Fi|Thriller,tt2166834,"Batman: The Dark Knight Returns, Part 2"
Action|Adventure|Fantasy|Thriller,tt2379386,In the Name of the King: The Last Job
Action|Crime|Drama|Thriller,tt2761578,Wicked Blood
Drama|Thriller,tt2073661,Dawn Patrol
Crime|Mystery|Thriller,tt1800337,Lords of London
Comedy,tt0076141,High Anxiety
Documentary,tt0428803,March of the Penguins
Biography|Drama|Thriller,tt1615147,Margin Call
Drama|Romance,tt1753460,August
Comedy|Drama,tt1024715,Choke
Drama|Music,tt2582802,Whiplash
Crime|Drama,tt0317248,City of God
Comedy|Music,tt0188674,Human Traffic
Biography|Drama|Music,tt1850418,Day One
Crime|Drama|Mystery,tt0783238,The Dead Girl
Drama,tt2106476,The Hunt
Comedy|Family,tt0085334,A Christmas Story
Drama|Romance,tt0482463,Bella
Action|Crime|Drama|Thriller,tt0083739,Class of 1984
Drama|Romance,tt0144178,Dreaming of Joseph Lees
Drama,tt1068646,The Class
Drama|Horror,tt0063522,Rosemary's Baby
Drama|Romance,tt1185836,Adam
Crime|Drama,tt0390221,Maria Full of Grace
Comedy|Drama|Romance,tt1532503,Beginners
Action|Comedy|Horror|Thriller,tt0426459,Feast
Comedy,tt0077975,Animal House
Action|Adventure|Thriller,tt0058150,Goldfinger
Horror|Sci-Fi|Thriller,tt2099556,Antiviral
Drama|Family|Fantasy|Romance,tt0038650,It's a Wonderful Life
Drama,tt0117951,Trainspotting
Comedy|Documentary,tt0236388,The Original Kings of Comedy
Horror,tt1536044,Paranormal Activity 2
Comedy,tt0166396,Waking Ned Devine
Drama,tt3125472,Coming Home
Fantasy|Horror,tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge
Drama|Romance,tt0091867,A Room with a View
Horror|Sci-Fi|Thriller,tt2184339,The Purge
Horror|Mystery,tt1922777,Sinister
